date,hour,sales,profit,region,state,category,type,caffeination
7/22/2011,22,43,43,Central,IA,Espresso,Decaf Espresso,Decaf
7/19/2011,23,140,1,Central,MO,Herbal Tea,Chamomile,Decaf
7/2/2011,0,167,17,Central,MO,Herbal Tea,Lemon,Decaf
7/7/2011,1,102,23,Central,MO,Tea,Darjeeling,Regular
7/11/2011,2,88,1,Central,MO,Tea,Earl Grey,Regular
7/20/2011,3,81,0,Central,MO,Tea,Green Tea,Regular
7/7/2011,4,167,43,Central,MO,Coffee,Columbian,Regular
7/3/2011,5,131,44,Central,MO,Coffee,Decaf Irish Cream,Decaf
7/31/2011,6,86,44,Central,MO,Espresso,Caffe Mocha,Regular
7/7/2011,7,95,48,Central,MO,Espresso,Decaf Espresso,Decaf
7/31/2011,8,44,12,Central,OH,Herbal Tea,Chamomile,Decaf
7/19/2011,9,56,22,Central,OH,Herbal Tea,Lemon,Decaf
7/8/2011,10,283,144,Central,OH,Tea,Darjeeling,Regular
7/17/2011,6,333,177,Central,OH,Tea,Earl Grey,Regular
7/23/2011,7,114,15,Central,OH,Espresso,Decaf Espresso,Decaf
7/9/2011,8,109,28,Central,OH,Coffee,Amaretto,Regular
7/4/2011,9,84,25,Central,OH,Coffee,Columbian,Regular
7/18/2011,10,94,12,Central,OH,Coffee,Decaf Irish Cream,Decaf
7/7/2011,11,288,112,Central,OH,Espresso,Caffe Mocha,Regular
7/10/2011,12,103,40,Central,WI,Herbal Tea,Chamomile,Decaf
7/31/2011,13,143,80,Central,WI,Herbal Tea,Lemon,Decaf
7/10/2011,14,89,29,Central,WI,Tea,Darjeeling,Regular
7/30/2011,15,112,8,Central,WI,Tea,Earl Grey,Regular
7/13/2011,16,114,50,Central,WI,Espresso,Decaf Espresso,Decaf
7/1/2011,17,132,25,Central,WI,Coffee,Amaretto,Regular
7/10/2011,18,294,44,Central,WI,Coffee,Columbian,Regular
7/5/2011,19,225,98,Central,WI,Coffee,Decaf Irish Cream,Decaf
7/31/2011,1,187,77,Central,WI,Espresso,Caffe Mocha,Regular
7/14/2011,2,167,44,East,CT,Herbal Tea,Lemon,Decaf
7/17/2011,3,131,46,East,CT,Herbal Tea,Mint,Decaf
7/9/2011,4,86,44,East,CT,Tea,Darjeeling,Regular
7/28/2011,5,51,21,East,CT,Tea,Green Tea,Regular
7/4/2011,6,112,7,East,CT,Espresso,Caffe Mocha,Regular
7/26/2011,7,99,22,East,CT,Espresso,Decaf Espresso,Decaf
7/14/2011,8,223,104,East,CT,Coffee,Columbian,Regular
7/29/2011,9,114,50,East,FL,Herbal Tea,Chamomile,Decaf
7/17/2011,10,132,26,East,FL,Herbal Tea,Lemon,Decaf
7/27/2011,11,187,76,East,FL,Herbal Tea,Mint,Decaf
7/11/2011,12,109,57,East,FL,Tea,Darjeeling,Regular
7/13/2011,13,143,80,East,FL,Tea,Green Tea,Regular
7/19/2011,14,294,44,East,FL,Espresso,Caffe Mocha,Regular
7/29/2011,15,225,98,East,FL,Espresso,Decaf Espresso,Decaf
7/5/2011,16,283,144,East,FL,Coffee,Columbian,Regular
7/2/2011,17,333,178,East,FL,Coffee,Decaf Irish Cream,Decaf
7/13/2011,18,114,15,East,MA,Herbal Tea,Lemon,Decaf
7/19/2011,19,56,22,East,MA,Tea,Darjeeling,Regular
7/29/2011,20,44,12,East,MA,Tea,Green Tea,Regular
7/10/2011,21,110,10,East,MA,Espresso,Caffe Mocha,Regular
7/17/2011,22,288,112,East,MA,Espresso,Regular Espresso,Regular
7/25/2011,23,659,778,East,MA,Coffee,Columbian,Regular
7/11/2011,0,81,0,East,NH,Herbal Tea,Lemon,Decaf
7/3/2011,1,60,23,East,NH,Tea,Darjeeling,Regular
7/14/2011,2,43,43,East,NH,Tea,Green Tea,Regular
7/1/2011,3,140,1,East,NH,Espresso,Caffe Mocha,Regular
7/21/2011,4,88,0,East,NH,Espresso,Regular Espresso,Regular
7/4/2011,5,150,68,East,NH,Coffee,Amaretto,Regular
7/7/2011,6,159,59,East,NH,Coffee,Columbian,Regular
7/17/2011,7,786,536,East,NY,Herbal Tea,Lemon,Decaf
7/20/2011,8,196,226,East,NY,Herbal Tea,Mint,Decaf
7/12/2011,9,309,190,East,NY,Tea,Darjeeling,Regular
7/19/2011,10,254,153,East,NY,Tea,Earl Grey,Regular
7/27/2011,11,228,135,East,NY,Tea,Green Tea,Regular
7/22/2011,12,76,367,East,NY,Espresso,Caffe Mocha,Regular
7/13/2011,13,541,251,East,NY,Espresso,Regular Espresso,Regular
7/18/2011,14,904,511,East,NY,Coffee,Columbian,Regular
7/8/2011,15,105,44,South,LA,Herbal Tea,Chamomile,Decaf
7/23/2011,16,167,43,South,LA,Herbal Tea,Lemon,Decaf
7/11/2011,17,98,50,South,LA,Coffee,Columbian,Regular
7/3/2011,18,143,80,South,LA,Coffee,Decaf Irish Cream,Decaf
7/10/2011,19,112,8,South,LA,Espresso,Caffe Latte,Regular
7/10/2011,20,103,41,South,LA,Espresso,Caffe Mocha,Regular
7/1/2011,21,89,29,South,LA,Espresso,Decaf Espresso,Decaf
7/6/2011,22,60,23,South,NM,Herbal Tea,Chamomile,Decaf
7/27/2011,23,74,14,South,NM,Herbal Tea,Lemon,Decaf
7/21/2011,0,159,61,South,NM,Coffee,Columbian,Regular
7/27/2011,1,167,15,South,NM,Coffee,Decaf Irish Cream,Decaf
7/9/2011,2,88,1,South,NM,Espresso,Caffe Latte,Regular
7/28/2011,3,140,1,South,NM,Espresso,Caffe Mocha,Regular
7/7/2011,4,102,25,South,NM,Espresso,Decaf Espresso,Decaf
7/30/2011,5,132,26,South,OK,Herbal Tea,Chamomile,Decaf
7/13/2011,6,294,44,South,OK,Herbal Tea,Lemon,Decaf
7/8/2011,7,93,39,South,OK,Coffee,Columbian,Regular
7/26/2011,8,56,22,South,OK,Coffee,Decaf Irish Cream,Decaf
7/12/2011,9,333,177,South,OK,Espresso,Caffe Latte,Regular
7/16/2011,10,44,12,South,OK,Espresso,Caffe Mocha,Regular
7/24/2011,11,283,142,South,OK,Espresso,Decaf Espresso,Decaf
7/26/2011,12,109,28,South,TX,Herbal Tea,Chamomile,Decaf
7/13/2011,13,84,26,South,TX,Herbal Tea,Lemon,Decaf
7/3/2011,14,562,284,South,TX,Coffee,Columbian,Regular
7/9/2011,6,197,98,South,TX,Coffee,Decaf Irish Cream,Decaf
7/25/2011,7,130,41,South,TX,Espresso,Caffe Latte,Regular
7/30/2011,8,254,155,South,TX,Espresso,Caffe Mocha,Regular
7/18/2011,9,228,135,South,TX,Espresso,Decaf Espresso,Decaf
7/30/2011,10,102,23,West,UT,Tea,Earl Grey,Regular
7/19/2011,11,88,1,West,UT,Tea,Green Tea,Regular
7/31/2011,12,150,66,West,UT,Herbal Tea,Chamomile,Decaf
7/24/2011,13,159,61,West,UT,Herbal Tea,Lemon,Decaf
7/6/2011,14,167,17,West,UT,Herbal Tea,Mint,Decaf
7/17/2011,15,140,0,West,UT,Tea,Darjeeling,Regular
7/20/2011,16,131,44,West,UT,Coffee,Amaretto,Regular
7/27/2011,17,99,22,West,UT,Coffee,Columbian,Regular
7/19/2011,18,167,43,West,UT,Coffee,Decaf Irish Cream,Decaf
7/31/2011,19,95,50,West,UT,Espresso,Caffe Latte,Regular
7/5/2011,5,105,44,West,UT,Espresso,Caffe Mocha,Regular
7/10/2011,6,86,43,West,UT,Espresso,Decaf Espresso,Decaf
7/15/2011,7,228,135,West,CA,Tea,Earl Grey,Regular
7/5/2011,8,130,41,West,CA,Tea,Green Tea,Regular
7/8/2011,9,309,192,West,CA,Herbal Tea,Chamomile,Decaf
7/6/2011,10,562,283,West,CA,Herbal Tea,Lemon,Decaf
7/21/2011,11,197,99,West,CA,Herbal Tea,Mint,Decaf
7/11/2011,12,254,155,West,CA,Tea,Darjeeling,Regular
7/25/2011,13,86,190,West,CA,Coffee,Amaretto,Regular
7/17/2011,14,904,511,West,CA,Coffee,Columbian,Regular
7/8/2011,15,200,217,West,CA,Coffee,Decaf Irish Cream,Decaf
7/22/2011,16,527,230,West,CA,Espresso,Caffe Latte,Regular
7/2/2011,17,384,62,West,CA,Espresso,Caffe Mocha,Regular
7/18/2011,18,672,357,West,CA,Espresso,Decaf Espresso,Decaf
7/31/2011,19,672,356,West,NV,Tea,Darjeeling,Regular
7/12/2011,20,527,232,West,NV,Tea,Earl Grey,Regular
7/18/2011,21,27,522,West,NV,Tea,Green Tea,Regular
7/29/2011,22,384,62,West,NV,Herbal Tea,Chamomile,Decaf
7/9/2011,23,562,287,West,NV,Herbal Tea,Lemon,Decaf
7/26/2011,0,373,207,West,NV,Herbal Tea,Mint,Decaf
7/6/2011,1,81,1,West,NV,Coffee,Columbian,Regular
7/28/2011,2,74,12,West,NV,Coffee,Decaf Irish Cream,Decaf
7/9/2011,3,43,44,West,NV,Espresso,Caffe Latte,Regular
7/27/2011,4,60,23,West,NV,Espresso,Caffe Mocha,Regular
7/26/2011,5,49,17,West,NV,Espresso,Decaf Espresso,Decaf
7/6/2011,6,44,12,West,OR,Tea,Darjeeling,Regular
7/31/2011,7,283,144,West,OR,Tea,Earl Grey,Regular
7/8/2011,8,333,178,West,OR,Tea,Green Tea,Regular
7/25/2011,9,73,33,West,OR,Herbal Tea,Chamomile,Decaf
7/26/2011,10,93,37,West,OR,Herbal Tea,Lemon,Decaf
7/16/2011,11,94,14,West,OR,Coffee,Amaretto,Regular
7/29/2011,12,93,0,West,OR,Coffee,Columbian,Regular
7/4/2011,13,84,25,West,OR,Coffee,Decaf Irish Cream,Decaf
7/5/2011,14,114,17,West,OR,Espresso,Caffe Latte,Regular
7/27/2011,15,109,28,West,OR,Espresso,Caffe Mocha,Regular
7/1/2011,16,288,112,West,OR,Espresso,Decaf Espresso,Decaf
7/23/2011,17,103,40,West,WA,Tea,Darjeeling,Regular
7/26/2011,18,89,28,West,WA,Tea,Earl Grey,Regular
7/4/2011,19,112,7,West,WA,Tea,Green Tea,Regular
7/16/2011,20,223,104,West,WA,Herbal Tea,Chamomile,Decaf
7/11/2011,21,98,51,West,WA,Herbal Tea,Lemon,Decaf
7/24/2011,22,209,104,West,WA,Coffee,Columbian,Regular
7/9/2011,23,294,43,West,WA,Coffee,Decaf Irish Cream,Decaf
7/26/2011,0,114,50,West,WA,Espresso,Caffe Latte,Regular
7/6/2011,1,132,25,West,WA,Espresso,Caffe Mocha,Regular
7/27/2011,2,187,77,West,WA,Espresso,Decaf Espresso,Decaf
8/29/2011,3,288,113,Central,CO,Herbal Tea,Chamomile,Decaf
8/6/2011,4,88,14,Central,CO,Herbal Tea,Lemon,Decaf
8/2/2011,5,107,28,Central,CO,Herbal Tea,Mint,Decaf
8/18/2011,6,108,12,Central,CO,Tea,Darjeeling,Regular
8/1/2011,7,90,22,Central,CO,Tea,Earl Grey,Regular
8/26/2011,8,154,73,Central,CO,Tea,Green Tea,Regular
8/29/2011,9,298,184,Central,CO,Coffee,Amaretto,Regular
8/22/2011,10,119,54,Central,CO,Coffee,Columbian,Regular
8/8/2011,11,320,199,Central,CO,Coffee,Decaf Irish Cream,Decaf
8/19/2011,12,243,145,Central,CO,Espresso,Caffe Mocha,Regular
8/30/2011,13,130,41,Central,CO,Espresso,Decaf Espresso,Decaf
8/28/2011,14,298,182,Central,IL,Herbal Tea,Chamomile,Decaf
8/19/2011,15,119,54,Central,IL,Herbal Tea,Lemon,Decaf
8/25/2011,16,320,197,Central,IL,Herbal Tea,Mint,Decaf
8/26/2011,17,243,145,Central,IL,Tea,Darjeeling,Regular
8/18/2011,18,130,41,Central,IL,Tea,Earl Grey,Regular
8/1/2011,6,463,225,Central,IL,Coffee,Columbian,Regular
8/8/2011,7,373,207,Central,IL,Coffee,Decaf Irish Cream,Decaf
8/14/2011,8,681,362,Central,IL,Espresso,Caffe Mocha,Regular
8/14/2011,9,527,230,Central,IL,Espresso,Decaf Espresso,Decaf
8/28/2011,10,681,362,Central,IA,Herbal Tea,Chamomile,Decaf
8/3/2011,11,373,208,Central,IA,Herbal Tea,Lemon,Decaf
8/11/2011,12,527,230,Central,IA,Tea,Darjeeling,Regular
8/6/2011,13,626,286,Central,IA,Tea,Earl Grey,Regular
8/8/2011,14,62,26,Central,IA,Coffee,Amaretto,Regular
8/23/2011,15,89,21,Central,IA,Coffee,Columbian,Regular
8/9/2011,16,32,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
8/8/2011,17,57,25,Central,IA,Espresso,Caffe Mocha,Regular
8/5/2011,18,43,43,Central,IA,Espresso,Decaf Espresso,Decaf
8/7/2011,19,150,3,Central,MO,Herbal Tea,Chamomile,Decaf
8/26/2011,9,138,57,Central,MO,Herbal Tea,Lemon,Decaf
8/12/2011,10,104,26,Central,MO,Tea,Darjeeling,Regular
8/21/2011,11,64,12,Central,MO,Tea,Earl Grey,Regular
8/30/2011,12,85,1,Central,MO,Tea,Green Tea,Regular
8/14/2011,13,159,37,Central,MO,Coffee,Columbian,Regular
8/19/2011,14,109,33,Central,MO,Coffee,Decaf Irish Cream,Decaf
8/31/2011,15,82,40,Central,MO,Espresso,Caffe Mocha,Regular
8/12/2011,16,79,39,Central,MO,Espresso,Decaf Espresso,Decaf
8/21/2011,17,41,12,Central,OH,Herbal Tea,Chamomile,Decaf
8/10/2011,18,55,22,Central,OH,Herbal Tea,Lemon,Decaf
8/28/2011,19,283,142,Central,OH,Tea,Darjeeling,Regular
8/10/2011,20,275,142,Central,OH,Tea,Earl Grey,Regular
8/10/2011,21,108,11,Central,OH,Espresso,Decaf Espresso,Decaf
8/29/2011,22,107,26,Central,OH,Coffee,Amaretto,Regular
8/16/2011,23,84,26,Central,OH,Coffee,Columbian,Regular
8/7/2011,0,88,15,Central,OH,Coffee,Decaf Irish Cream,Decaf
8/1/2011,1,288,112,Central,OH,Espresso,Caffe Mocha,Regular
8/6/2011,2,125,57,Central,WI,Herbal Tea,Chamomile,Decaf
8/10/2011,3,153,87,Central,WI,Herbal Tea,Lemon,Decaf
8/30/2011,4,89,28,Central,WI,Tea,Darjeeling,Regular
8/25/2011,5,104,10,Central,WI,Tea,Earl Grey,Regular
8/21/2011,6,68,25,Central,WI,Espresso,Decaf Espresso,Decaf
8/27/2011,7,139,29,Central,WI,Coffee,Amaretto,Regular
8/14/2011,8,314,48,Central,WI,Coffee,Columbian,Regular
8/22/2011,9,229,101,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/15/2011,10,224,97,Central,WI,Espresso,Caffe Mocha,Regular
8/26/2011,11,159,39,East,CT,Herbal Tea,Lemon,Decaf
8/14/2011,12,109,33,East,CT,Herbal Tea,Mint,Decaf
8/27/2011,13,82,39,East,CT,Tea,Darjeeling,Regular
8/1/2011,14,47,17,East,CT,Tea,Green Tea,Regular
8/31/2011,15,104,11,East,CT,Espresso,Caffe Mocha,Regular
8/9/2011,16,97,22,East,CT,Espresso,Decaf Espresso,Decaf
8/2/2011,17,223,104,East,CT,Coffee,Columbian,Regular
8/5/2011,18,68,25,East,FL,Herbal Tea,Chamomile,Decaf
8/15/2011,19,139,28,East,FL,Herbal Tea,Lemon,Decaf
8/28/2011,20,224,97,East,FL,Herbal Tea,Mint,Decaf
8/9/2011,21,113,61,East,FL,Tea,Darjeeling,Regular
8/25/2011,22,153,87,East,FL,Tea,Green Tea,Regular
8/6/2011,23,314,48,East,FL,Espresso,Caffe Mocha,Regular
8/23/2011,0,229,101,East,FL,Espresso,Decaf Espresso,Decaf
8/8/2011,1,283,144,East,FL,Coffee,Columbian,Regular
8/3/2011,2,275,141,East,FL,Coffee,Decaf Irish Cream,Decaf
8/27/2011,3,108,12,East,MA,Herbal Tea,Lemon,Decaf
8/22/2011,4,55,22,East,MA,Tea,Darjeeling,Regular
8/30/2011,5,41,12,East,MA,Tea,Green Tea,Regular
8/31/2011,6,104,8,East,MA,Espresso,Caffe Mocha,Regular
8/17/2011,7,288,113,East,MA,Espresso,Regular Espresso,Regular
8/29/2011,8,658,777,East,MA,Coffee,Columbian,Regular
8/15/2011,9,85,1,East,NH,Herbal Tea,Lemon,Decaf
8/28/2011,10,62,28,East,NH,Tea,Darjeeling,Regular
8/1/2011,11,43,43,East,NH,Tea,Green Tea,Regular
8/4/2011,12,150,1,East,NH,Espresso,Caffe Mocha,Regular
8/23/2011,13,64,12,East,NH,Espresso,Regular Espresso,Regular
8/13/2011,14,150,66,East,NH,Coffee,Amaretto,Regular
8/13/2011,15,159,61,East,NH,Coffee,Columbian,Regular
8/19/2011,16,647,316,East,NY,Herbal Tea,Lemon,Decaf
8/1/2011,17,123,420,East,NY,Herbal Tea,Mint,Decaf
8/13/2011,18,320,199,East,NY,Tea,Darjeeling,Regular
8/2/2011,19,298,184,East,NY,Tea,Earl Grey,Regular
8/22/2011,20,243,145,East,NY,Tea,Green Tea,Regular
8/17/2011,21,77,392,East,NY,Espresso,Caffe Mocha,Regular
8/3/2011,22,538,247,East,NY,Espresso,Regular Espresso,Regular
8/13/2011,6,902,508,East,NY,Coffee,Columbian,Regular
8/14/2011,7,174,84,South,LA,Herbal Tea,Chamomile,Decaf
8/21/2011,8,159,39,South,LA,Herbal Tea,Lemon,Decaf
8/7/2011,9,117,63,South,LA,Coffee,Columbian,Regular
8/3/2011,10,153,87,South,LA,Coffee,Decaf Irish Cream,Decaf
8/15/2011,11,104,10,South,LA,Espresso,Caffe Latte,Regular
8/23/2011,12,125,57,South,LA,Espresso,Caffe Mocha,Regular
8/20/2011,13,89,29,South,LA,Espresso,Decaf Espresso,Decaf
8/28/2011,14,62,26,South,NM,Herbal Tea,Chamomile,Decaf
8/8/2011,15,89,21,South,NM,Herbal Tea,Lemon,Decaf
8/7/2011,16,159,61,South,NM,Coffee,Columbian,Regular
8/8/2011,17,138,58,South,NM,Coffee,Decaf Irish Cream,Decaf
8/26/2011,18,64,11,South,NM,Espresso,Caffe Latte,Regular
8/22/2011,19,150,3,South,NM,Espresso,Caffe Mocha,Regular
8/28/2011,13,104,25,South,NM,Espresso,Decaf Espresso,Decaf
8/23/2011,14,139,28,South,OK,Herbal Tea,Chamomile,Decaf
8/21/2011,15,314,47,South,OK,Herbal Tea,Lemon,Decaf
8/14/2011,16,154,73,South,OK,Coffee,Columbian,Regular
8/18/2011,17,55,22,South,OK,Coffee,Decaf Irish Cream,Decaf
8/31/2011,18,275,141,South,OK,Espresso,Caffe Latte,Regular
8/30/2011,19,41,14,South,OK,Espresso,Caffe Mocha,Regular
8/11/2011,20,283,142,South,OK,Espresso,Decaf Espresso,Decaf
8/5/2011,21,107,26,South,TX,Herbal Tea,Chamomile,Decaf
8/13/2011,22,84,26,South,TX,Herbal Tea,Lemon,Decaf
8/18/2011,23,672,345,South,TX,Coffee,Columbian,Regular
8/1/2011,0,119,54,South,TX,Coffee,Decaf Irish Cream,Decaf
8/27/2011,1,130,41,South,TX,Espresso,Caffe Latte,Regular
8/28/2011,2,298,184,South,TX,Espresso,Caffe Mocha,Regular
8/16/2011,3,243,145,South,TX,Espresso,Decaf Espresso,Decaf
8/7/2011,4,150,3,West,UT,Tea,Darjeeling,Regular
8/23/2011,5,104,26,West,UT,Tea,Earl Grey,Regular
8/22/2011,6,64,12,West,UT,Tea,Green Tea,Regular
8/15/2011,7,150,68,West,UT,Herbal Tea,Chamomile,Decaf
8/6/2011,8,159,61,West,UT,Herbal Tea,Lemon,Decaf
8/25/2011,9,138,57,West,UT,Herbal Tea,Mint,Decaf
8/28/2011,10,109,33,West,UT,Coffee,Amaretto,Regular
8/5/2011,11,97,21,West,UT,Coffee,Columbian,Regular
8/30/2011,12,159,37,West,UT,Coffee,Decaf Irish Cream,Decaf
8/1/2011,13,79,39,West,UT,Espresso,Caffe Latte,Regular
8/14/2011,14,174,86,West,UT,Espresso,Caffe Mocha,Regular
8/1/2011,15,82,39,West,UT,Espresso,Decaf Espresso,Decaf
8/8/2011,16,298,184,West,CA,Tea,Darjeeling,Regular
8/22/2011,17,243,145,West,CA,Tea,Earl Grey,Regular
8/22/2011,18,130,41,West,CA,Tea,Green Tea,Regular
8/9/2011,19,320,197,West,CA,Herbal Tea,Chamomile,Decaf
8/11/2011,20,672,344,West,CA,Herbal Tea,Lemon,Decaf
8/3/2011,21,119,52,West,CA,Herbal Tea,Mint,Decaf
8/2/2011,22,86,192,West,CA,Coffee,Amaretto,Regular
8/24/2011,23,902,508,West,CA,Coffee,Columbian,Regular
8/11/2011,0,165,189,West,CA,Coffee,Decaf Irish Cream,Decaf
8/17/2011,1,527,230,West,CA,Espresso,Caffe Latte,Regular
8/30/2011,2,408,69,West,CA,Espresso,Caffe Mocha,Regular
8/21/2011,3,681,362,West,CA,Espresso,Decaf Espresso,Decaf
8/15/2011,4,681,362,West,NV,Tea,Darjeeling,Regular
8/21/2011,5,527,230,West,NV,Tea,Earl Grey,Regular
8/21/2011,6,21,558,West,NV,Tea,Green Tea,Regular
8/8/2011,7,408,68,West,NV,Herbal Tea,Chamomile,Decaf
8/25/2011,8,463,225,West,NV,Herbal Tea,Lemon,Decaf
8/16/2011,9,373,207,West,NV,Herbal Tea,Mint,Decaf
8/14/2011,10,85,1,West,NV,Coffee,Columbian,Regular
8/22/2011,11,89,22,West,NV,Coffee,Decaf Irish Cream,Decaf
8/18/2011,12,43,44,West,NV,Espresso,Caffe Latte,Regular
8/8/2011,13,62,26,West,NV,Espresso,Caffe Mocha,Regular
8/3/2011,14,57,23,West,NV,Espresso,Decaf Espresso,Decaf
8/19/2011,15,41,12,West,OR,Tea,Darjeeling,Regular
8/21/2011,16,283,144,West,OR,Tea,Earl Grey,Regular
8/19/2011,17,275,141,West,OR,Tea,Green Tea,Regular
8/17/2011,18,61,26,West,OR,Herbal Tea,Chamomile,Decaf
8/15/2011,19,154,73,West,OR,Herbal Tea,Lemon,Decaf
8/11/2011,20,88,15,West,OR,Coffee,Amaretto,Regular
8/14/2011,21,113,11,West,OR,Coffee,Columbian,Regular
8/24/2011,22,84,26,West,OR,Coffee,Decaf Irish Cream,Decaf
8/31/2011,23,108,12,West,OR,Espresso,Caffe Latte,Regular
8/9/2011,0,107,26,West,OR,Espresso,Caffe Mocha,Regular
8/25/2011,1,288,112,West,OR,Espresso,Decaf Espresso,Decaf
8/5/2011,2,125,58,West,WA,Tea,Darjeeling,Regular
8/2/2011,6,89,28,West,WA,Tea,Earl Grey,Regular
8/15/2011,7,104,11,West,WA,Tea,Green Tea,Regular
8/18/2011,8,223,104,West,WA,Herbal Tea,Chamomile,Decaf
8/8/2011,9,117,62,West,WA,Herbal Tea,Lemon,Decaf
8/5/2011,10,209,105,West,WA,Coffee,Columbian,Regular
8/21/2011,11,314,47,West,WA,Coffee,Decaf Irish Cream,Decaf
8/11/2011,12,68,23,West,WA,Espresso,Caffe Latte,Regular
8/16/2011,13,139,28,West,WA,Espresso,Caffe Mocha,Regular
8/22/2011,14,224,98,West,WA,Espresso,Decaf Espresso,Decaf
9/18/2011,15,330,129,Central,CO,Herbal Tea,Chamomile,Decaf
9/16/2011,16,134,3,Central,CO,Herbal Tea,Lemon,Decaf
9/24/2011,17,133,40,Central,CO,Herbal Tea,Mint,Decaf
9/21/2011,18,109,10,Central,CO,Tea,Darjeeling,Regular
9/10/2011,19,120,37,Central,CO,Tea,Earl Grey,Regular
9/25/2011,17,149,70,Central,CO,Tea,Green Tea,Regular
9/20/2011,18,322,199,Central,CO,Coffee,Amaretto,Regular
9/18/2011,19,141,62,Central,CO,Coffee,Columbian,Regular
9/1/2011,20,261,157,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/26/2011,21,212,125,Central,CO,Espresso,Caffe Mocha,Regular
9/4/2011,22,160,58,Central,CO,Espresso,Decaf Espresso,Decaf
9/26/2011,23,322,197,Central,IL,Herbal Tea,Chamomile,Decaf
9/11/2011,0,141,64,Central,IL,Herbal Tea,Lemon,Decaf
9/13/2011,1,261,157,Central,IL,Herbal Tea,Mint,Decaf
9/24/2011,2,212,125,Central,IL,Tea,Darjeeling,Regular
9/5/2011,3,160,59,Central,IL,Tea,Earl Grey,Regular
9/19/2011,4,412,191,Central,IL,Coffee,Columbian,Regular
9/28/2011,5,318,171,Central,IL,Coffee,Decaf Irish Cream,Decaf
9/20/2011,6,628,326,Central,IL,Espresso,Caffe Mocha,Regular
9/2/2011,7,531,230,Central,IL,Espresso,Decaf Espresso,Decaf
9/21/2011,8,628,326,Central,IA,Herbal Tea,Chamomile,Decaf
9/8/2011,9,318,171,Central,IA,Herbal Tea,Lemon,Decaf
9/21/2011,10,531,230,Central,IA,Tea,Darjeeling,Regular
9/11/2011,11,716,331,Central,IA,Tea,Earl Grey,Regular
9/17/2011,12,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
9/7/2011,13,51,19,Central,IA,Coffee,Amaretto,Regular
9/28/2011,14,77,10,Central,IA,Coffee,Columbian,Regular
9/12/2011,15,37,4,Central,IA,Coffee,Decaf Irish Cream,Decaf
9/3/2011,16,62,27,Central,IA,Espresso,Caffe Mocha,Regular
9/1/2011,17,113,10,Central,MO,Herbal Tea,Chamomile,Decaf
9/19/2011,18,123,65,Central,MO,Herbal Tea,Lemon,Decaf
9/29/2011,19,97,19,Central,MO,Tea,Darjeeling,Regular
9/10/2011,20,58,18,Central,MO,Tea,Earl Grey,Regular
9/23/2011,21,97,3,Central,MO,Tea,Green Tea,Regular
9/9/2011,22,84,40,Central,MO,Espresso,Decaf Espresso,Decaf
9/4/2011,23,160,37,Central,MO,Coffee,Columbian,Regular
9/16/2011,0,145,50,Central,MO,Coffee,Decaf Irish Cream,Decaf
9/12/2011,1,115,61,Central,MO,Espresso,Caffe Mocha,Regular
9/30/2011,2,53,21,Central,OH,Herbal Tea,Chamomile,Decaf
9/9/2011,3,77,34,Central,OH,Herbal Tea,Lemon,Decaf
9/18/2011,4,265,129,Central,OH,Tea,Darjeeling,Regular
9/18/2011,5,245,120,Central,OH,Tea,Earl Grey,Regular
9/19/2011,6,109,9,Central,OH,Espresso,Decaf Espresso,Decaf
9/17/2011,7,133,42,Central,OH,Coffee,Amaretto,Regular
9/9/2011,8,114,43,Central,OH,Coffee,Columbian,Regular
9/5/2011,9,134,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
9/22/2011,10,330,129,Central,OH,Espresso,Caffe Mocha,Regular
9/2/2011,11,161,79,Central,WI,Herbal Tea,Chamomile,Decaf
9/25/2011,12,134,74,Central,WI,Herbal Tea,Lemon,Decaf
9/13/2011,13,120,46,Central,WI,Tea,Darjeeling,Regular
9/25/2011,14,159,3,Central,WI,Tea,Earl Grey,Regular
9/30/2011,15,81,31,Central,WI,Espresso,Decaf Espresso,Decaf
9/13/2011,16,159,34,Central,WI,Coffee,Amaretto,Regular
9/2/2011,17,238,24,Central,WI,Coffee,Columbian,Regular
9/24/2011,18,212,86,Central,WI,Coffee,Decaf Irish Cream,Decaf
9/19/2011,19,194,79,Central,WI,Espresso,Caffe Mocha,Regular
9/16/2011,20,160,36,East,CT,Herbal Tea,Lemon,Decaf
9/18/2011,21,145,49,East,CT,Herbal Tea,Mint,Decaf
9/10/2011,22,115,61,East,CT,Tea,Darjeeling,Regular
9/23/2011,23,61,25,East,CT,Tea,Green Tea,Regular
9/11/2011,0,159,3,East,CT,Espresso,Caffe Mocha,Regular
9/27/2011,1,120,34,East,CT,Espresso,Decaf Espresso,Decaf
9/11/2011,2,275,135,East,CT,Coffee,Columbian,Regular
9/24/2011,3,81,31,East,FL,Herbal Tea,Chamomile,Decaf
9/25/2011,4,159,36,East,FL,Herbal Tea,Lemon,Decaf
9/2/2011,5,194,79,East,FL,Herbal Tea,Mint,Decaf
9/13/2011,6,93,47,East,FL,Tea,Darjeeling,Regular
9/29/2011,6,134,73,East,FL,Tea,Green Tea,Regular
9/13/2011,7,238,25,East,FL,Espresso,Caffe Mocha,Regular
